,tsne_X,tsne_Y,pos,kmeans,frames,plotPos
0,-13.727431,11.486552,"[ 0.03580974 -0.0167747  -0.20544937  0.04183857  0.76515876  0.62266829
  0.00612156 -0.0066455   0.23730999 -0.01131091  0.23485212  0.56605129
  0.00762443 -0.01062139 -0.21979069  0.02352641  0.91777992  0.59776182]",11,"['ETH', 846, 852, 858, 864, 870, 876, 882, 888]","[0.76521493 0.62217246 0.7391436  0.62764687 0.71682405 0.63296324
 0.6941288  0.63630695 0.6711511  0.63969228 0.64990838 0.64093325
 0.6306954  0.64413393 0.61346483 0.64723771 0.23549479 0.56564156
 0.26456402 0.5646526  0.2932218  0.56367763 0.32384431 0.56035948
 0.35669402 0.55926064 0.38637227 0.55602665 0.41561595 0.55284002
 0.44698564 0.5518265  0.91628771 0.59655733 0.89233277 0.60162888
 0.86418418 0.60501929 0.83541262 0.60453581 0.81006876 0.60384615
 0.78263137 0.60923039 0.75660159 0.61057448 0.73213134 0.60981043]"
1,-0.2952604,26.34069,"[ 0.00090678 -0.0028405   0.24356858 -0.01628694  0.26381621  0.56506314
  0.00895538  0.01819637  0.23894306 -0.04038195  0.25615065  0.53342606
  0.03177628  0.00458955 -0.19384764  0.0231589   0.7397999   0.62906246]",48,"['ETH', 852, 858, 864, 870, 876, 882, 888, 894]","[0.26456402 0.5646526  0.2932218  0.56367763 0.32384431 0.56035948
 0.35669402 0.55926064 0.38637227 0.55602665 0.41561595 0.55284002
 0.44698564 0.5518265  0.47770528 0.54864376 0.256565   0.53246544
 0.28538597 0.53171551 0.31562966 0.52176879 0.34868415 0.52098443
 0.37854446 0.51802054 0.40796573 0.51510023 0.43952497 0.51438753
 0.47279588 0.51143376 0.7391436  0.62764687 0.71682405 0.63296324
 0.6941288  0.63630695 0.6711511  0.63969228 0.64990838 0.64093325
 0.6306954  0.64413393 0.61346483 0.64723771 0.59412695 0.65468125]"
2,-30.57266,18.509344,"[ 0.03242422  0.01548396 -0.18780865  0.01426165  0.71665837  0.63375307
  0.01732235  0.01068729 -0.22285793  0.0042356   0.86389671  0.60431011
  0.00145931 -0.00829446 -0.19196731  0.00807091  0.82808285  0.64918863]",36,"['ETH', 858, 864, 870, 876, 882, 888, 894, 900]","[0.71682405 0.63296324 0.6941288  0.63630695 0.6711511  0.63969228
 0.64990838 0.64093325 0.6306954  0.64413393 0.61346483 0.64723771
 0.59412695 0.65468125 0.57656516 0.65786291 0.86418418 0.60501929
 0.83541262 0.60453581 0.81006876 0.60384615 0.78263137 0.60923039
 0.75660159 0.61057448 0.73213134 0.60981043 0.7054502  0.61321576
 0.68258346 0.61645166 0.82949876 0.64811898 0.8023524  0.65181953
 0.7785812  0.65135185 0.75840935 0.64862769 0.73218246 0.65228084
 0.7095002  0.65167796 0.68432094 0.64915787 0.66112418 0.65057841]"
3,-17.768251,47.017986,"[ 0.00589357  0.02174789 -0.19113752 -0.0152241   0.80310396  0.65239298
  0.00803666  0.00123344  0.23875888 -0.01938069  0.32527191  0.56078504
 -0.00528928  0.01317931  0.25081435 -0.02462645  0.31613412  0.52277352]",8,"['ETH', 864, 870, 876, 882, 888, 894, 900, 906]","[0.8023524  0.65181953 0.7785812  0.65135185 0.75840935 0.64862769
 0.73218246 0.65228084 0.7095002  0.65167796 0.68432094 0.64915787
 0.66112418 0.65057841 0.6422718  0.65793884 0.32384431 0.56035948
 0.35669402 0.55926064 0.38637227 0.55602665 0.41561595 0.55284002
 0.44698564 0.5518265  0.47770528 0.54864376 0.50577101 0.54775302
 0.54242309 0.54443594 0.31562966 0.52176879 0.34868415 0.52098443
 0.37854446 0.51802054 0.40796573 0.51510023 0.43952497 0.51438753
 0.47279588 0.51143376 0.50099297 0.51081315 0.53121506 0.51231689]"
4,-1.2738198,26.72473,"[ 0.02145683  0.0058325   0.22911736 -0.02291945  0.35709507  0.55896207
  0.00138154  0.019643    0.24416972 -0.02766794  0.34814836  0.52106532
  0.0083061  -0.00949545 -0.21093014  0.0222502   0.80947627  0.60486151]",48,"['ETH', 870, 876, 882, 888, 894, 900, 906, 912]","[0.35669402 0.55926064 0.38637227 0.55602665 0.41561595 0.55284002
 0.44698564 0.5518265  0.47770528 0.54864376 0.50577101 0.54775302
 0.54242309 0.54443594 0.57404087 0.54345052 0.34868415 0.52098443
 0.37854446 0.51802054 0.40796573 0.51510023 0.43952497 0.51438753
 0.47279588 0.51143376 0.50099297 0.51081315 0.53121506 0.51231689
 0.56307976 0.51159729 0.81006876 0.60384615 0.78263137 0.60923039
 0.75660159 0.61057448 0.73213134 0.60981043 0.7054502  0.61321576
 0.68258346 0.61645166 0.65494148 0.61582385 0.63131602 0.61704379]"
5,-35.029377,39.984905,"[ 0.03341454  0.02389783 -0.20853358 -0.00632235  0.75831342  0.65025279
  0.05390698  0.04835552 -0.17027508  0.00512186  0.65071031  0.64239265
 -0.005364    0.02018511  0.24995573 -0.02328089  0.37791571  0.51800849]",16,"['ETH', 876, 882, 888, 894, 900, 906, 912, 918]","[0.75840935 0.64862769 0.73218246 0.65228084 0.7095002  0.65167796
 0.68432094 0.64915787 0.66112418 0.65057841 0.6422718  0.65793884
 0.62071157 0.65929561 0.60121362 0.66261333 0.64990838 0.64093325
 0.6306954  0.64413393 0.61346483 0.64723771 0.59412695 0.65468125
 0.57656516 0.65786291 0.56555588 0.66065517 0.55488294 0.66978705
 0.54244164 0.68755414 0.37854446 0.51802054 0.40796573 0.51510023
 0.43952497 0.51438753 0.47279588 0.51143376 0.50099297 0.51081315
 0.53121506 0.51231689 0.56307976 0.51159729 0.59231816 0.51307034]"
6,5.83391,19.85963,"[-0.01304102  0.01343362  0.25485001 -0.01398739  0.40817758  0.51508696
  0.03428594  0.02783854 -0.2005053  -0.00652535  0.73272744  0.65141356
  0.06802823  0.03535275 -0.16745711  0.0220017   0.63161752  0.64442985]",17,"['ETH', 882, 888, 894, 900, 906, 912, 918, 924]","[0.40796573 0.51510023 0.43952497 0.51438753 0.47279588 0.51143376
 0.50099297 0.51081315 0.53121506 0.51231689 0.56307976 0.51159729
 0.59231816 0.51307034 0.62097588 0.51240673 0.73218246 0.65228084
 0.7095002  0.65167796 0.68432094 0.64915787 0.66112418 0.65057841
 0.6422718  0.65793884 0.62071157 0.65929561 0.60121362 0.66261333
 0.58372672 0.66582368 0.6306954  0.64413393 0.61346483 0.64723771
 0.59412695 0.65468125 0.57656516 0.65786291 0.56555588 0.66065517
 0.55488294 0.66978705 0.54244164 0.68755414 0.53791925 0.68786671]"
7,-12.9100485,14.500909,"[ 0.01923825 -0.02894358 -0.21181425  0.03150376  0.7323592   0.60967621
 -0.00819869  0.00581171  0.24807908 -0.00583495  0.44023863  0.51317979
  0.05571965 -0.03755125 -0.1448649   0.0757285   0.61196175  0.64456872]",11,"['ETH', 888, 894, 900, 906, 912, 918, 924, 930]","[0.73213134 0.60981043 0.7054502  0.61321576 0.68258346 0.61645166
 0.65494148 0.61582385 0.63131602 0.61704379 0.60750648 0.62037087
 0.58301011 0.61742611 0.56266829 0.61421629 0.43952497 0.51438753
 0.47279588 0.51143376 0.50099297 0.51081315 0.53121506 0.51231689
 0.56307976 0.51159729 0.59231816 0.51307034 0.62097588 0.51240673
 0.65134849 0.51170341 0.61346483 0.64723771 0.59412695 0.65468125
 0.57656516 0.65786291 0.56555588 0.66065517 0.55488294 0.66978705
 0.54244164 0.68755414 0.53791925 0.68786671 0.52559695 0.67381118]"
8,21.450268,32.510323,"[ 0.00534622  0.00967896  0.23593262 -0.00403852  0.47236703  0.5116873
  0.0153124  -0.02112219 -0.20507185  0.01968628  0.70619429  0.61341352
 -0.00288361  0.04512485  0.25204018 -0.03695868  0.47732777  0.55028037]",25,"['ETH', 894, 900, 906, 912, 918, 924, 930, 936]","[0.47279588 0.51143376 0.50099297 0.51081315 0.53121506 0.51231689
 0.56307976 0.51159729 0.59231816 0.51307034 0.62097588 0.51240673
 0.65134849 0.51170341 0.68366909 0.51719477 0.7054502  0.61321576
 0.68258346 0.61645166 0.65494148 0.61582385 0.63131602 0.61704379
 0.60750648 0.62037087 0.58301011 0.61742611 0.56266829 0.61421629
 0.53782274 0.61545702 0.47770528 0.54864376 0.50577101 0.54775302
 0.54242309 0.54443594 0.57404087 0.54345052 0.60305363 0.54466547
 0.63149363 0.54376284 0.66163778 0.54280613 0.69832963 0.5560805 ]"
9,-15.777026,48.511917,"[ 0.00406986  0.00439524 -0.19591795 -0.00199468  0.68091037  0.61690991
  0.00148309  0.01431858  0.24066386 -0.00509808  0.50139348  0.51176853
 -0.00241383  0.05084161  0.25188853 -0.03299126  0.50848618  0.54803639]",8,"['ETH', 900, 906, 912, 918, 924, 930, 936, 942]","[0.68258346 0.61645166 0.65494148 0.61582385 0.63131602 0.61704379
 0.60750648 0.62037087 0.58301011 0.61742611 0.56266829 0.61421629
 0.53782274 0.61545702 0.51062441 0.62112288 0.50099297 0.51081315
 0.53121506 0.51231689 0.56307976 0.51159729 0.59231816 0.51307034
 0.62097588 0.51240673 0.65134849 0.51170341 0.68366909 0.51719477
 0.71311616 0.51852428 0.50577101 0.54775302 0.54242309 0.54443594
 0.57404087 0.54345052 0.60305363 0.54466547 0.63149363 0.54376284
 0.66163778 0.54280613 0.69832963 0.5560805  0.72746945 0.55708331]"
