,tsne_X,tsne_Y,pos,kmeans,frames,plotPos
0,13.1044655,-25.922411,"[-0.02324724  0.00486105 -0.027317    0.00324969 -0.02792157 -0.00046341
 -0.02459512 -0.00066104 -0.02662681  0.00516077 -0.02526079  0.0012883
 -0.02374733 -0.00073234 -0.02530111  0.0052472  -0.02166017  0.00509571
 -0.02202477  0.00320493 -0.02229887  0.00324482 -0.02061515  0.00118947
 -0.01864538  0.00306783 -0.01672153  0.00297497  0.02876689  0.00374676
  0.02796952 -0.00071881  0.02935021 -0.00953388  0.03207796 -0.00075181
  0.02897815 -0.00284087  0.02855208 -0.0027991   0.03062689 -0.00068312]",25,"['ETH', 846, 852, 858, 864, 870, 876, 882, 888]","[0.91251795 0.60705927 0.88927071 0.61192032 0.86195371 0.61517001
 0.83403214 0.6147066  0.80943702 0.61404556 0.7828102  0.61920633
 0.75754942 0.62049463 0.73380209 0.6197623  0.7659083  0.63161124
 0.74060719 0.63685844 0.71894702 0.64195416 0.69692225 0.64515909
 0.67462338 0.6484039  0.65400823 0.64959337 0.63536285 0.6526612
 0.61864132 0.65563617 0.24351845 0.54188073 0.27228533 0.5456275
 0.30025485 0.54490869 0.32960506 0.53537481 0.36168302 0.534623
 0.39066118 0.53178213 0.41921326 0.52898302 0.44984014 0.5282999 ]"
1,45.04128,9.320502,"[ 0.02781114 -0.0009345   0.02971784 -0.00318044  0.03187923 -0.00105323
  0.02880147 -0.00309977  0.02837973 -0.00305437  0.03044294 -0.00097145
  0.0298121  -0.00305064  0.02796952 -0.00071881  0.02935021 -0.00953388
  0.03207796 -0.00075181  0.02897815 -0.00284087  0.02855208 -0.0027991
  0.03062689 -0.00068312  0.032288   -0.00283118 -0.02055614 -0.00057976
 -0.02634439  0.00354696 -0.02306892 -0.00044827 -0.01957592 -0.0026111
 -0.02545207  0.00350152 -0.02201216 -0.00057786 -0.0244354  -0.00241549]",42,"['ETH', 852, 858, 864, 870, 876, 882, 888, 894]","[0.28004805 0.57647873 0.30785919 0.57554423 0.33757703 0.5723638
 0.36945626 0.57131057 0.39825773 0.5682108  0.42663747 0.56515643
 0.4570804  0.56418498 0.4868925  0.56113434 0.27228533 0.5456275
 0.30025485 0.54490869 0.32960506 0.53537481 0.36168302 0.534623
 0.39066118 0.53178213 0.41921326 0.52898302 0.44984014 0.5282999
 0.48212814 0.52546872 0.84884914 0.65706062 0.828293   0.65648086
 0.80194861 0.66002782 0.77887969 0.65957955 0.75930377 0.65696846
 0.7338517  0.66046998 0.71183954 0.65989212 0.68740414 0.65747663]"
2,-27.750172,41.354977,"[-0.02792157 -0.00046341 -0.02459512 -0.00066104 -0.02662681  0.00516077
 -0.02526079  0.0012883  -0.02374733 -0.00073234 -0.0258929   0.003264
 -0.0221912   0.0031016   0.02971784 -0.00318044  0.03187923 -0.00105323
  0.02880147 -0.00309977  0.02837973 -0.00305437  0.03044294 -0.00097145
  0.0298121  -0.00305064  0.02723659 -0.00085378  0.02935021 -0.00953388
  0.03207796 -0.00075181  0.02897815 -0.00284087  0.02855208 -0.0027991
  0.03062689 -0.00068312  0.032288   -0.00283118  0.02736406 -0.00059485]",14,"['ETH', 858, 864, 870, 876, 882, 888, 894, 900]","[0.86195371 0.61517001 0.83403214 0.6147066  0.80943702 0.61404556
 0.7828102  0.61920633 0.75754942 0.62049463 0.73380209 0.6197623
 0.70790919 0.62302629 0.68571799 0.62612789 0.30785919 0.57554423
 0.33757703 0.5723638  0.36945626 0.57131057 0.39825773 0.5682108
 0.42663747 0.56515643 0.4570804  0.56418498 0.4868925  0.56113434
 0.51412909 0.56028056 0.30025485 0.54490869 0.32960506 0.53537481
 0.36168302 0.534623   0.39066118 0.53178213 0.41921326 0.52898302
 0.44984014 0.5282999  0.48212814 0.52546872 0.5094922  0.52487388]"
3,0.80851454,-60.717293,"[ 0.03207796 -0.00075181  0.02897815 -0.00284087  0.02855208 -0.0027991
  0.03062689 -0.00068312  0.032288   -0.00283118  0.02736406 -0.00059485
  0.02932924  0.00144133 -0.02229887  0.00324482 -0.02061515  0.00118947
 -0.01864538  0.00306783 -0.01672153  0.00297497 -0.01876659  0.0071346
 -0.01704296  0.0030496  -0.01068403  0.00267638 -0.02459512 -0.00066104
 -0.02662681  0.00516077 -0.02526079  0.0012883  -0.02374733 -0.00073234
 -0.0258929   0.003264   -0.0221912   0.0031016  -0.02682536 -0.00060175]",49,"['ETH', 864, 870, 876, 882, 888, 894, 900, 906]","[0.32960506 0.53537481 0.36168302 0.534623   0.39066118 0.53178213
 0.41921326 0.52898302 0.44984014 0.5282999  0.48212814 0.52546872
 0.5094922  0.52487388 0.53882145 0.5263152  0.69692225 0.64515909
 0.67462338 0.6484039  0.65400823 0.64959337 0.63536285 0.6526612
 0.61864132 0.65563617 0.59987474 0.66277077 0.58283178 0.66582037
 0.57214775 0.66849674 0.83403214 0.6147066  0.80943702 0.61404556
 0.7828102  0.61920633 0.75754942 0.62049463 0.73380209 0.6197623
 0.70790919 0.62302629 0.68571799 0.62612789 0.65889263 0.62552613]"
4,1.5642025,-60.052307,"[ 0.02897815 -0.00284087  0.02855208 -0.0027991   0.03062689 -0.00068312
  0.032288   -0.00283118  0.02736406 -0.00059485  0.02932924  0.00144133
  0.03092333 -0.00068974 -0.02662681  0.00516077 -0.02526079  0.0012883
 -0.02374733 -0.00073234 -0.0258929   0.003264   -0.0221912   0.0031016
 -0.02682536 -0.00060175 -0.02292749  0.0011693  -0.02061515  0.00118947
 -0.01864538  0.00306783 -0.01672153  0.00297497 -0.01876659  0.0071346
 -0.01704296  0.0030496  -0.01068403  0.00267638 -0.01035763  0.00875286]",49,"['ETH', 870, 876, 882, 888, 894, 900, 906, 912]","[0.36168302 0.534623   0.39066118 0.53178213 0.41921326 0.52898302
 0.44984014 0.5282999  0.48212814 0.52546872 0.5094922  0.52487388
 0.53882145 0.5263152  0.56974478 0.52562547 0.80943702 0.61404556
 0.7828102  0.61920633 0.75754942 0.62049463 0.73380209 0.6197623
 0.70790919 0.62302629 0.68571799 0.62612789 0.65889263 0.62552613
 0.63596514 0.62669544 0.67462338 0.6484039  0.65400823 0.64959337
 0.63536285 0.6526612  0.61864132 0.65563617 0.59987474 0.66277077
 0.58283178 0.66582037 0.57214775 0.66849674 0.56179011 0.6772496 ]"
5,1.679071,-59.864223,"[ 0.02855208 -0.0027991   0.03062689 -0.00068312  0.032288   -0.00283118
  0.02736406 -0.00059485  0.02932924  0.00144133  0.03092333 -0.00068974
  0.02837461  0.00141191 -0.02545207  0.00350152 -0.02201216 -0.00057786
 -0.0244354  -0.00241549 -0.02251146  0.00136158 -0.01829542  0.00705494
 -0.02092328  0.00130046 -0.01892193  0.00318002 -0.01864538  0.00306783
 -0.01672153  0.00297497 -0.01876659  0.0071346  -0.01704296  0.0030496
 -0.01068403  0.00267638 -0.01035763  0.00875286 -0.01207375  0.01702967]",49,"['ETH', 876, 882, 888, 894, 900, 906, 912, 918]","[0.39066118 0.53178213 0.41921326 0.52898302 0.44984014 0.5282999
 0.48212814 0.52546872 0.5094922  0.52487388 0.53882145 0.5263152
 0.56974478 0.52562547 0.59811939 0.52703738 0.75930377 0.65696846
 0.7338517  0.66046998 0.71183954 0.65989212 0.68740414 0.65747663
 0.66489268 0.65883821 0.64659726 0.66589315 0.62567398 0.66719361
 0.60675205 0.67037363 0.65400823 0.64959337 0.63536285 0.6526612
 0.61864132 0.65563617 0.59987474 0.66277077 0.58283178 0.66582037
 0.57214775 0.66849674 0.56179011 0.6772496  0.54971637 0.69427927]"
6,45.013092,9.152876,"[ 0.03062689 -0.00068312  0.032288   -0.00283118  0.02736406 -0.00059485
  0.02932924  0.00144133  0.03092333 -0.00068974  0.02837461  0.00141191
  0.02781109 -0.00063607  0.03044294 -0.00097145  0.0298121  -0.00305064
  0.02723659 -0.00085378  0.03556928 -0.0031794   0.0306837  -0.00094452
  0.02815563  0.00116452  0.0275998  -0.00086516 -0.02374733 -0.00073234
 -0.0258929   0.003264   -0.0221912   0.0031016  -0.02682536 -0.00060175
 -0.02292749  0.0011693  -0.02310614  0.00318899 -0.02377268 -0.00282254]",42,"['ETH', 882, 888, 894, 900, 906, 912, 918, 924]","[0.41921326 0.52898302 0.44984014 0.5282999  0.48212814 0.52546872
 0.5094922  0.52487388 0.53882145 0.5263152  0.56974478 0.52562547
 0.59811939 0.52703738 0.62593048 0.52640131 0.42663747 0.56515643
 0.4570804  0.56418498 0.4868925  0.56113434 0.51412909 0.56028056
 0.54969836 0.55710116 0.58038207 0.55615664 0.6085377  0.55732116
 0.6361375  0.556456   0.75754942 0.62049463 0.73380209 0.6197623
 0.70790919 0.62302629 0.68571799 0.62612789 0.65889263 0.62552613
 0.63596514 0.62669544 0.612859   0.62988443 0.58908632 0.62706189]"
7,17.29111,-50.141373,"[ 0.0298121  -0.00305064  0.02723659 -0.00085378  0.03556928 -0.0031794
  0.0306837  -0.00094452  0.02815563  0.00116452  0.0275998  -0.00086516
  0.0292536  -0.000917   -0.0258929   0.003264   -0.0221912   0.0031016
 -0.02682536 -0.00060175 -0.02292749  0.0011693  -0.02310614  0.00318899
 -0.02377268 -0.00282254 -0.01974087 -0.0030766   0.032288   -0.00283118
  0.02736406 -0.00059485  0.02932924  0.00144133  0.03092333 -0.00068974
  0.02837461  0.00141191  0.02781109 -0.00063607  0.02947531 -0.00067412]",4,"['ETH', 888, 894, 900, 906, 912, 918, 924, 930]","[0.4570804  0.56418498 0.4868925  0.56113434 0.51412909 0.56028056
 0.54969836 0.55710116 0.58038207 0.55615664 0.6085377  0.55732116
 0.6361375  0.556456   0.6653911  0.555539   0.73380209 0.6197623
 0.70790919 0.62302629 0.68571799 0.62612789 0.65889263 0.62552613
 0.63596514 0.62669544 0.612859   0.62988443 0.58908632 0.62706189
 0.56934546 0.6239853  0.44984014 0.5282999  0.48212814 0.52546872
 0.5094922  0.52487388 0.53882145 0.5263152  0.56974478 0.52562547
 0.59811939 0.52703738 0.62593048 0.52640131 0.65540579 0.52572719]"
8,14.807985,10.966712,"[-0.01704296  0.0030496  -0.01068403  0.00267638 -0.01035763  0.00875286
 -0.01207375  0.01702967 -0.00438879  0.0002996  -0.01195827 -0.01347216
 -0.00819412  0.01075887  0.02723659 -0.00085378  0.03556928 -0.0031794
  0.0306837  -0.00094452  0.02815563  0.00116452  0.0275998  -0.00086516
  0.0292536  -0.000917    0.03560788  0.01272342 -0.0221912   0.0031016
 -0.02682536 -0.00060175 -0.02292749  0.0011693  -0.02310614  0.00318899
 -0.02377268 -0.00282254 -0.01974087 -0.0030766  -0.02411154  0.00118923]",30,"['ETH', 894, 900, 906, 912, 918, 924, 930, 936]","[0.59987474 0.66277077 0.58283178 0.66582037 0.57214775 0.66849674
 0.56179011 0.6772496  0.54971637 0.69427927 0.54532758 0.69457887
 0.53336931 0.68110671 0.52517519 0.69186558 0.4868925  0.56113434
 0.51412909 0.56028056 0.54969836 0.55710116 0.58038207 0.55615664
 0.6085377  0.55732116 0.6361375  0.556456   0.6653911  0.555539
 0.70099898 0.56826242 0.70790919 0.62302629 0.68571799 0.62612789
 0.65889263 0.62552613 0.63596514 0.62669544 0.612859   0.62988443
 0.58908632 0.62706189 0.56934546 0.6239853  0.54523392 0.62517453]"
9,11.616739,25.846798,"[ 0.02932924  0.00144133  0.03092333 -0.00068974  0.02837461  0.00141191
  0.02781109 -0.00063607  0.02947531 -0.00067412  0.03136576  0.00526344
  0.02857712  0.00127433 -0.01829542  0.00705494 -0.02092328  0.00130046
 -0.01892193  0.00318002 -0.01697029  0.0030771  -0.01546709 -0.00508747
 -0.00893972 -0.00350581 -0.01297722  0.00282063  0.03556928 -0.0031794
  0.0306837  -0.00094452  0.02815563  0.00116452  0.0275998  -0.00086516
  0.0292536  -0.000917    0.03560788  0.01272342  0.02827894  0.00096119]",12,"['ETH', 900, 906, 912, 918, 924, 930, 936, 942]","[0.5094922  0.52487388 0.53882145 0.5263152  0.56974478 0.52562547
 0.59811939 0.52703738 0.62593048 0.52640131 0.65540579 0.52572719
 0.68677155 0.53099063 0.71534867 0.53226496 0.66489268 0.65883821
 0.64659726 0.66589315 0.62567398 0.66719361 0.60675205 0.67037363
 0.58978176 0.67345073 0.57431468 0.66836326 0.56537496 0.66485745
 0.55239774 0.66767808 0.51412909 0.56028056 0.54969836 0.55710116
 0.58038207 0.55615664 0.6085377  0.55732116 0.6361375  0.556456
 0.6653911  0.555539   0.70099898 0.56826242 0.72927792 0.5692236 ]"
