,tsne_X,tsne_Y,pos,kmeans,frames,plotPos
0,-40.98706,15.227989,"[ 0.02247816 -0.05478961  0.03607987 -0.05442455  0.0498492  -0.05405499
  0.06378931 -0.05368084  0.07678201 -0.04930872  0.08852156 -0.04742576
  0.1018346  -0.04291789  0.11372593 -0.04094612  0.01043936 -0.05023909
  0.03624857 -0.05041569  0.0453127  -0.04186782  0.05663608 -0.04245893
  0.07062886 -0.04318939  0.0832892  -0.04907843  0.08956214 -0.05465288
  0.10008362 -0.05387007  0.01043936 -0.05023909  0.03624857 -0.05041569
  0.0453127  -0.04186782  0.05663608 -0.04245893  0.07062886 -0.04318939
  0.0832892  -0.04907843  0.08956214 -0.05465288  0.10008362 -0.05387007]",26,"['ETH', 1050, 1056, 1062, 1068, 1074, 1080, 1086, 1092]","[0.94660087 0.57403341 0.94660087 0.57403341 0.94660087 0.57403341
 0.94660087 0.57403341 0.94660087 0.57403341 0.94660087 0.57403341
 0.94653771 0.57212325 0.94834751 0.57204519 0.63832025 0.47188181
 0.66296783 0.4883841  0.6888055  0.49419716 0.71654609 0.50400574
 0.74567797 0.50951909 0.77240355 0.51701555 0.79672438 0.52444812
 0.82247424 0.52772715 0.91288362 0.65621782 0.89248106 0.65567023
 0.87182707 0.65511589 0.8509169  0.65455467 0.83142785 0.64799649
 0.81381852 0.64517205 0.79378582 0.63650008 0.77775862 0.63346438
 0.94921495 0.54327925 0.94921495 0.54327925 0.94921495 0.54327925
 0.94921495 0.54327925 0.94921495 0.54327925 0.94915214 0.54136231
 0.94908929 0.53944481 0.94902638 0.53752677 0.94660087 0.57403341
 0.94660087 0.57403341 0.94660087 0.57403341 0.94660087 0.57403341
 0.94660087 0.57403341 0.94660087 0.57403341 0.94653771 0.57212325
 0.94834751 0.57204519 0.93355591 0.61863789 0.8948421  0.61890279
 0.8812459  0.60608099 0.86426083 0.60696765 0.84327165 0.60806334
 0.82421834 0.61497996 0.81474607 0.62142413 0.79890095 0.61833188
 0.94921495 0.54327925 0.94921495 0.54327925 0.94921495 0.54327925
 0.94921495 0.54327925 0.94921495 0.54327925 0.94915214 0.54136231
 0.94908929 0.53944481 0.94902638 0.53752677 0.91288362 0.65621782
 0.89248106 0.65567023 0.87182707 0.65511589 0.8509169  0.65455467
 0.83142785 0.64799649 0.81381852 0.64517205 0.79378582 0.63650008
 0.77775862 0.63346438 0.93355591 0.61863789 0.8948421  0.61890279
 0.8812459  0.60608099 0.86426083 0.60696765 0.84327165 0.60806334
 0.82421834 0.61497996 0.81474607 0.62142413 0.79890095 0.61833188]"
1,-41.1602,15.620924,"[ 0.03624857 -0.05041569  0.0453127  -0.04186782  0.05663608 -0.04245893
  0.07062886 -0.04318939  0.0832892  -0.04907843  0.08956214 -0.05465288
  0.10008362 -0.05387007  0.10535259 -0.0514763   0.03624857 -0.05041569
  0.0453127  -0.04186782  0.05663608 -0.04245893  0.07062886 -0.04318939
  0.0832892  -0.04907843  0.08956214 -0.05465288  0.10008362 -0.05387007
  0.10535259 -0.0514763   0.03450585 -0.02991292  0.04356998 -0.02136505
  0.05489336 -0.02195616  0.06888614 -0.02268662  0.08158835 -0.0272977
  0.0878611  -0.03286725  0.09963104 -0.03085779  0.10610174 -0.02852822]",26,"['ETH', 1056, 1062, 1068, 1074, 1080, 1086, 1092, 1098]","[0.94921495 0.54327925 0.94921495 0.54327925 0.94921495 0.54327925
 0.94921495 0.54327925 0.94915214 0.54136231 0.94908929 0.53944481
 0.94902638 0.53752677 0.9508376  0.53746722 0.94660087 0.57403341
 0.94660087 0.57403341 0.94660087 0.57403341 0.94660087 0.57403341
 0.94660087 0.57403341 0.94653771 0.57212325 0.94834751 0.57204519
 0.95196132 0.57188933 0.8948421  0.61890279 0.8812459  0.60608099
 0.86426083 0.60696765 0.84327165 0.60806334 0.82421834 0.61497996
 0.81474607 0.62142413 0.79890095 0.61833188 0.79280872 0.61468166
 0.94921495 0.54327925 0.94921495 0.54327925 0.94921495 0.54327925
 0.94921495 0.54327925 0.94915214 0.54136231 0.94908929 0.53944481
 0.94902638 0.53752677 0.9508376  0.53746722 0.89248106 0.65567023
 0.87182707 0.65511589 0.8509169  0.65455467 0.83142785 0.64799649
 0.81381852 0.64517205 0.79378582 0.63650008 0.77775862 0.63346438
 0.76138781 0.62639763 0.8948421  0.61890279 0.8812459  0.60608099
 0.86426083 0.60696765 0.84327165 0.60806334 0.82421834 0.61497996
 0.81474607 0.62142413 0.79890095 0.61833188 0.79280872 0.61468166
 0.94660087 0.57403341 0.94660087 0.57403341 0.94660087 0.57403341
 0.94660087 0.57403341 0.94660087 0.57403341 0.94653771 0.57212325
 0.94834751 0.57204519 0.95196132 0.57188933 0.66296783 0.4883841
 0.6888055  0.49419716 0.71654609 0.50400574 0.74567797 0.50951909
 0.77240355 0.51701555 0.79672438 0.52444812 0.82247424 0.52772715
 0.84607235 0.53497217 0.8948421  0.61890279 0.8812459  0.60608099
 0.86426083 0.60696765 0.84327165 0.60806334 0.82421834 0.61497996
 0.81474607 0.62142413 0.79890095 0.61833188 0.79280872 0.61468166]"
2,-18.66363,-20.07664,"[-0.12737915 -0.07227003 -0.09686194 -0.07048866 -0.06904855 -0.06604112
 -0.03183048 -0.04390885 -0.00156627 -0.03706022  0.02867948 -0.02889304
  0.0574618  -0.02331386  0.08502507 -0.01773557 -0.12737915 -0.07227003
 -0.09686194 -0.07048866 -0.06904855 -0.06604112 -0.03183048 -0.04390885
 -0.00156627 -0.03706022  0.02867948 -0.02889304  0.0574618  -0.02331386
  0.08502507 -0.01773557 -0.03779862  0.02809593 -0.03969535  0.02182961
 -0.04143856  0.01939655 -0.03378953  0.03079246 -0.03137668  0.03343127
 -0.02777688  0.03205727 -0.02529492  0.0334172  -0.02557703  0.03362162]",11,"['ETH', 1068, 1074, 1080, 1086, 1092, 1098, 1104, 1110]","[0.71654609 0.50400574 0.74567797 0.50951909 0.77240355 0.51701555
 0.79672438 0.52444812 0.82247424 0.52772715 0.84607235 0.53497217
 0.8691781  0.53818594 0.8882875  0.54343298 0.8509169  0.65455467
 0.83142785 0.64799649 0.81381852 0.64517205 0.79378582 0.63650008
 0.77775862 0.63346438 0.76138781 0.62639763 0.74504301 0.62328253
 0.72238434 0.62046877 0.90761482 0.61241078 0.89097087 0.61525208
 0.87597637 0.61607723 0.84447011 0.59031139 0.82482365 0.58331748
 0.80305313 0.57831173 0.78298539 0.57315673 0.76074989 0.57003634
 0.71654609 0.50400574 0.74567797 0.50951909 0.77240355 0.51701555
 0.79672438 0.52444812 0.82247424 0.52772715 0.84607235 0.53497217
 0.8691781  0.53818594 0.8882875  0.54343298 0.86426083 0.60696765
 0.84327165 0.60806334 0.82421834 0.61497996 0.81474607 0.62142413
 0.79890095 0.61833188 0.79280872 0.61468166 0.77675021 0.61153592
 0.7544876  0.60866868 0.90761482 0.61241078 0.89097087 0.61525208
 0.87597637 0.61607723 0.84447011 0.59031139 0.82482365 0.58331748
 0.80305313 0.57831173 0.78298539 0.57315673 0.76074989 0.57003634
 0.8509169  0.65455467 0.83142785 0.64799649 0.81381852 0.64517205
 0.79378582 0.63650008 0.77775862 0.63346438 0.76138781 0.62639763
 0.74504301 0.62328253 0.72238434 0.62046877 0.86426083 0.60696765
 0.84327165 0.60806334 0.82421834 0.61497996 0.81474607 0.62142413
 0.79890095 0.61833188 0.79280872 0.61468166 0.77675021 0.61153592
 0.7544876  0.60866868 0.90761482 0.61241078 0.89097087 0.61525208
 0.87597637 0.61607723 0.84447011 0.59031139 0.82482365 0.58331748
 0.80305313 0.57831173 0.78298539 0.57315673 0.76074989 0.57003634]"
3,-16.578005,-29.428396,"[-0.08192451  0.00268001 -0.08073322 -0.00890501 -0.08098499 -0.02321631
 -0.08175834 -0.02339922 -0.07922501 -0.03419887 -0.07642536 -0.03985769
 -0.07762328 -0.04406315 -0.08370685 -0.04277465 -0.08192451  0.00268001
 -0.08073322 -0.00890501 -0.08098499 -0.02321631 -0.08175834 -0.02339922
 -0.07922501 -0.03419887 -0.07642536 -0.03985769 -0.07762328 -0.04406315
 -0.08370685 -0.04277465 -0.09686194 -0.07048866 -0.06904855 -0.06604112
 -0.03183048 -0.04390885 -0.00156627 -0.03706022  0.02867948 -0.02889304
  0.0574618  -0.02331386  0.08502507 -0.01773557  0.11020168 -0.00541976]",34,"['ETH', 1074, 1080, 1086, 1092, 1098, 1104, 1110, 1116]","[0.83142785 0.64799649 0.81381852 0.64517205 0.79378582 0.63650008
 0.77775862 0.63346438 0.76138781 0.62639763 0.74504301 0.62328253
 0.72238434 0.62046877 0.70139988 0.6154694  0.84327165 0.60806334
 0.82421834 0.61497996 0.81474607 0.62142413 0.79890095 0.61833188
 0.79280872 0.61468166 0.77675021 0.61153592 0.7544876  0.60866868
 0.73387681 0.60363838 0.95431461 0.64397647 0.93491835 0.65852957
 0.9152633  0.67132456 0.90039613 0.66856321 0.88022532 0.67769594
 0.85968105 0.68306906 0.83881926 0.68656349 0.82696015 0.67963137
 0.83142785 0.64799649 0.81381852 0.64517205 0.79378582 0.63650008
 0.77775862 0.63346438 0.76138781 0.62639763 0.74504301 0.62328253
 0.72238434 0.62046877 0.70139988 0.6154694  0.89097087 0.61525208
 0.87597637 0.61607723 0.84447011 0.59031139 0.82482365 0.58331748
 0.80305313 0.57831173 0.78298539 0.57315673 0.76074989 0.57003634
 0.74200877 0.56062545 0.95431461 0.64397647 0.93491835 0.65852957
 0.9152633  0.67132456 0.90039613 0.66856321 0.88022532 0.67769594
 0.85968105 0.68306906 0.83881926 0.68656349 0.82696015 0.67963137
 0.74567797 0.50951909 0.77240355 0.51701555 0.79672438 0.52444812
 0.82247424 0.52772715 0.84607235 0.53497217 0.8691781  0.53818594
 0.8882875  0.54343298 0.90731128 0.55249581 0.84327165 0.60806334
 0.82421834 0.61497996 0.81474607 0.62142413 0.79890095 0.61833188
 0.79280872 0.61468166 0.77675021 0.61153592 0.7544876  0.60866868
 0.73387681 0.60363838 0.89097087 0.61525208 0.87597637 0.61607723
 0.84447011 0.59031139 0.82482365 0.58331748 0.80305313 0.57831173
 0.78298539 0.57315673 0.76074989 0.57003634 0.74200877 0.56062545]"
4,-1.5041213,3.7681897,"[-0.07380001 -0.02903307 -0.06701149 -0.03326695 -0.06766345 -0.03348756
 -0.05827774 -0.04200952 -0.05528723 -0.04768876 -0.05622111 -0.05192987
 -0.06205556 -0.05066199 -0.06109574 -0.06216052 -0.04143856  0.01939655
 -0.03378953  0.03079246 -0.03137668  0.03343127 -0.02777688  0.03205727
 -0.02529492  0.0334172  -0.02557703  0.03362162 -0.0270726   0.03656263
 -0.02473611  0.03393605 -0.06904855 -0.06604112 -0.03183048 -0.04390885
 -0.00156627 -0.03706022  0.02867948 -0.02889304  0.0574618  -0.02331386
  0.08502507 -0.01773557  0.11020168 -0.00541976  0.1415848  -0.00136574]",39,"['ETH', 1080, 1086, 1092, 1098, 1104, 1110, 1116, 1122]","[0.82421834 0.61497996 0.81474607 0.62142413 0.79890095 0.61833188
 0.79280872 0.61468166 0.77675021 0.61153592 0.7544876  0.60866868
 0.73387681 0.60363838 0.70408678 0.58668093 0.87597637 0.61607723
 0.84447011 0.59031139 0.82482365 0.58331748 0.80305313 0.57831173
 0.78298539 0.57315673 0.76074989 0.57003634 0.74200877 0.56062545
 0.71725689 0.55950337 0.93491835 0.65852957 0.9152633  0.67132456
 0.90039613 0.66856321 0.88022532 0.67769594 0.85968105 0.68306906
 0.83881926 0.68656349 0.82696015 0.67963137 0.79573038 0.67992171
 0.81381852 0.64517205 0.79378582 0.63650008 0.77775862 0.63346438
 0.76138781 0.62639763 0.74504301 0.62328253 0.72238434 0.62046877
 0.70139988 0.6154694  0.68015273 0.61040744 0.82421834 0.61497996
 0.81474607 0.62142413 0.79890095 0.61833188 0.79280872 0.61468166
 0.77675021 0.61153592 0.7544876  0.60866868 0.73387681 0.60363838
 0.70408678 0.58668093 0.87597637 0.61607723 0.84447011 0.59031139
 0.82482365 0.58331748 0.80305313 0.57831173 0.78298539 0.57315673
 0.76074989 0.57003634 0.74200877 0.56062545 0.71725689 0.55950337
 0.77240355 0.51701555 0.79672438 0.52444812 0.82247424 0.52772715
 0.84607235 0.53497217 0.8691781  0.53818594 0.8882875  0.54343298
 0.90731128 0.55249581 0.92963409 0.55745477 0.81381852 0.64517205
 0.79378582 0.63650008 0.77775862 0.63346438 0.76138781 0.62639763
 0.74504301 0.62328253 0.72238434 0.62046877 0.70139988 0.6154694
 0.68015273 0.61040744 0.87597637 0.61607723 0.84447011 0.59031139
 0.82482365 0.58331748 0.80305313 0.57831173 0.78298539 0.57315673
 0.76074989 0.57003634 0.74200877 0.56062545 0.71725689 0.55950337]"
5,-11.253074,-36.23158,"[-0.06701149 -0.03326695 -0.06766345 -0.03348756 -0.05827774 -0.04200952
 -0.05528723 -0.04768876 -0.05622111 -0.05192987 -0.06205556 -0.05066199
 -0.06109574 -0.06216052 -0.06332523 -0.0612475  -0.06701149 -0.03326695
 -0.06766345 -0.03348756 -0.05827774 -0.04200952 -0.05528723 -0.04768876
 -0.05622111 -0.05192987 -0.06205556 -0.05066199 -0.06109574 -0.06216052
 -0.06332523 -0.0612475  -0.04719546 -0.05400878 -0.05038166 -0.05683049
 -0.05144813 -0.06625614 -0.05113044 -0.07327489 -0.05204625 -0.07768477
 -0.05663425 -0.07933728 -0.05231566 -0.08027889 -0.05025766 -0.07964306]",34,"['ETH', 1086, 1092, 1098, 1104, 1110, 1116, 1122, 1128]","[0.81474607 0.62142413 0.79890095 0.61833188 0.79280872 0.61468166
 0.77675021 0.61153592 0.7544876  0.60866868 0.73387681 0.60363838
 0.70408678 0.58668093 0.67872827 0.58367384 0.95016271 0.62718826
 0.93206226 0.6282661  0.91042704 0.63914697 0.89026016 0.64618856
 0.87160145 0.64932125 0.85083819 0.65261164 0.82176098 0.64861027
 0.79807646 0.64417296 0.9152633  0.67132456 0.90039613 0.66856321
 0.88022532 0.67769594 0.85968105 0.68306906 0.83881926 0.68656349
 0.82696015 0.67963137 0.79573038 0.67992171 0.77371612 0.6755451
 0.81474607 0.62142413 0.79890095 0.61833188 0.79280872 0.61468166
 0.77675021 0.61153592 0.7544876  0.60866868 0.73387681 0.60363838
 0.70408678 0.58668093 0.67872827 0.58367384 0.84447011 0.59031139
 0.82482365 0.58331748 0.80305313 0.57831173 0.78298539 0.57315673
 0.76074989 0.57003634 0.74200877 0.56062545 0.71725689 0.55950337
 0.69832963 0.5560805  0.9152633  0.67132456 0.90039613 0.66856321
 0.88022532 0.67769594 0.85968105 0.68306906 0.83881926 0.68656349
 0.82696015 0.67963137 0.79573038 0.67992171 0.77371612 0.6755451
 0.84447011 0.59031139 0.82482365 0.58331748 0.80305313 0.57831173
 0.78298539 0.57315673 0.76074989 0.57003634 0.74200877 0.56062545
 0.71725689 0.55950337 0.69832963 0.5560805  0.95016271 0.62718826
 0.93206226 0.6282661  0.91042704 0.63914697 0.89026016 0.64618856
 0.87160145 0.64932125 0.85083819 0.65261164 0.82176098 0.64861027
 0.79807646 0.64417296 0.9152633  0.67132456 0.90039613 0.66856321
 0.88022532 0.67769594 0.85968105 0.68306906 0.83881926 0.68656349
 0.82696015 0.67963137 0.79573038 0.67992171 0.77371612 0.6755451 ]"
6,-9.472062,-37.507385,"[-0.06766345 -0.03348756 -0.05827774 -0.04200952 -0.05528723 -0.04768876
 -0.05622111 -0.05192987 -0.06205556 -0.05066199 -0.06109574 -0.06216052
 -0.06332523 -0.0612475  -0.06295935 -0.06448633 -0.06766345 -0.03348756
 -0.05827774 -0.04200952 -0.05528723 -0.04768876 -0.05622111 -0.05192987
 -0.06205556 -0.05066199 -0.06109574 -0.06216052 -0.06332523 -0.0612475
 -0.06295935 -0.06448633 -0.08175834 -0.02339922 -0.07922501 -0.03419887
 -0.07642536 -0.03985769 -0.07762328 -0.04406315 -0.08370685 -0.04277465
 -0.07705177 -0.04634284 -0.07798861 -0.04401746 -0.07778142 -0.04716322]",13,"['ETH', 1092, 1098, 1104, 1110, 1116, 1122, 1128, 1134]","[0.79890095 0.61833188 0.79280872 0.61468166 0.77675021 0.61153592
 0.7544876  0.60866868 0.73387681 0.60363838 0.70408678 0.58668093
 0.67872827 0.58367384 0.65716073 0.57836898 0.93206226 0.6282661
 0.91042704 0.63914697 0.89026016 0.64618856 0.87160145 0.64932125
 0.85083819 0.65261164 0.82176098 0.64861027 0.79807646 0.64417296
 0.77613463 0.64154109 0.90039613 0.66856321 0.88022532 0.67769594
 0.85968105 0.68306906 0.83881926 0.68656349 0.82696015 0.67963137
 0.79573038 0.67992171 0.77371612 0.6755451  0.75159977 0.67509848
 0.79890095 0.61833188 0.79280872 0.61468166 0.77675021 0.61153592
 0.7544876  0.60866868 0.73387681 0.60363838 0.70408678 0.58668093
 0.67872827 0.58367384 0.65716073 0.57836898 0.82482365 0.58331748
 0.80305313 0.57831173 0.78298539 0.57315673 0.76074989 0.57003634
 0.74200877 0.56062545 0.71725689 0.55950337 0.69832963 0.5560805
 0.67696717 0.55062228 0.90039613 0.66856321 0.88022532 0.67769594
 0.85968105 0.68306906 0.83881926 0.68656349 0.82696015 0.67963137
 0.79573038 0.67992171 0.77371612 0.6755451  0.75159977 0.67509848
 0.77775862 0.63346438 0.76138781 0.62639763 0.74504301 0.62328253
 0.72238434 0.62046877 0.70139988 0.6154694  0.68015273 0.61040744
 0.6567332  0.6095189  0.63492764 0.60435365 0.82482365 0.58331748
 0.80305313 0.57831173 0.78298539 0.57315673 0.76074989 0.57003634
 0.74200877 0.56062545 0.71725689 0.55950337 0.69832963 0.5560805
 0.67696717 0.55062228 0.90039613 0.66856321 0.88022532 0.67769594
 0.85968105 0.68306906 0.83881926 0.68656349 0.82696015 0.67963137
 0.79573038 0.67992171 0.77371612 0.6755451  0.75159977 0.67509848]"
7,-8.983266,-36.28499,"[-0.07922501 -0.03419887 -0.07642536 -0.03985769 -0.07762328 -0.04406315
 -0.08370685 -0.04277465 -0.07705177 -0.04634284 -0.07798861 -0.04401746
 -0.07778142 -0.04716322 -0.0775706  -0.05034909 -0.07841222 -0.01631021
 -0.0756733  -0.02310176 -0.0780759  -0.02710171 -0.07797425 -0.03264884
 -0.07844947 -0.04128622 -0.07956546 -0.04033274 -0.07931593 -0.04211474
 -0.07920037 -0.0466459  -0.05827774 -0.04200952 -0.05528723 -0.04768876
 -0.05622111 -0.05192987 -0.06205556 -0.05066199 -0.06109574 -0.06216052
 -0.06332523 -0.0612475  -0.06295935 -0.06448633 -0.06266569 -0.06915877]",13,"['ETH', 1098, 1104, 1110, 1116, 1122, 1128, 1134, 1140]","[0.76138781 0.62639763 0.74504301 0.62328253 0.72238434 0.62046877
 0.70139988 0.6154694  0.68015273 0.61040744 0.6567332  0.6095189
 0.63492764 0.60435365 0.61284382 0.59912249 0.80305313 0.57831173
 0.78298539 0.57315673 0.76074989 0.57003634 0.74200877 0.56062545
 0.71725689 0.55950337 0.69832963 0.5560805  0.67696717 0.55062228
 0.65521994 0.54300982 0.88022532 0.67769594 0.85968105 0.68306906
 0.83881926 0.68656349 0.82696015 0.67963137 0.79573038 0.67992171
 0.77371612 0.6755451  0.75159977 0.67509848 0.72919972 0.67464613
 0.79280872 0.61468166 0.77675021 0.61153592 0.7544876  0.60866868
 0.73387681 0.60363838 0.70408678 0.58668093 0.67872827 0.58367384
 0.65716073 0.57836898 0.63520119 0.57090797 0.80305313 0.57831173
 0.78298539 0.57315673 0.76074989 0.57003634 0.74200877 0.56062545
 0.71725689 0.55950337 0.69832963 0.5560805  0.67696717 0.55062228
 0.65521994 0.54300982 0.91042704 0.63914697 0.89026016 0.64618856
 0.87160145 0.64932125 0.85083819 0.65261164 0.82176098 0.64861027
 0.79807646 0.64417296 0.77613463 0.64154109 0.75400175 0.64087681
 0.79280872 0.61468166 0.77675021 0.61153592 0.7544876  0.60866868
 0.73387681 0.60363838 0.70408678 0.58668093 0.67872827 0.58367384
 0.65716073 0.57836898 0.63520119 0.57090797 0.80305313 0.57831173
 0.78298539 0.57315673 0.76074989 0.57003634 0.74200877 0.56062545
 0.71725689 0.55950337 0.69832963 0.5560805  0.67696717 0.55062228
 0.65521994 0.54300982 0.88022532 0.67769594 0.85968105 0.68306906
 0.83881926 0.68656349 0.82696015 0.67963137 0.79573038 0.67992171
 0.77371612 0.6755451  0.75159977 0.67509848 0.72919972 0.67464613]"
8,-10.223489,-36.894764,"[-0.05528723 -0.04768876 -0.05622111 -0.05192987 -0.06205556 -0.05066199
 -0.06109574 -0.06216052 -0.06332523 -0.0612475  -0.06295935 -0.06448633
 -0.06266569 -0.06915877 -0.06935823 -0.07462325 -0.07642536 -0.03985769
 -0.07762328 -0.04406315 -0.08370685 -0.04277465 -0.07705177 -0.04634284
 -0.07798861 -0.04401746 -0.07778142 -0.04716322 -0.0775706  -0.05034909
 -0.08443475 -0.05569102 -0.05528723 -0.04768876 -0.05622111 -0.05192987
 -0.06205556 -0.05066199 -0.06109574 -0.06216052 -0.06332523 -0.0612475
 -0.06295935 -0.06448633 -0.06266569 -0.06915877 -0.06935823 -0.07462325]",34,"['ETH', 1104, 1110, 1116, 1122, 1128, 1134, 1140, 1146]","[0.77675021 0.61153592 0.7544876  0.60866868 0.73387681 0.60363838
 0.70408678 0.58668093 0.67872827 0.58367384 0.65716073 0.57836898
 0.63520119 0.57090797 0.61113037 0.56974263 0.78298539 0.57315673
 0.76074989 0.57003634 0.74200877 0.56062545 0.71725689 0.55950337
 0.69832963 0.5560805  0.67696717 0.55062228 0.65521994 0.54300982
 0.6331888  0.53529798 0.85968105 0.68306906 0.83881926 0.68656349
 0.82696015 0.67963137 0.79573038 0.67992171 0.77371612 0.6755451
 0.75159977 0.67509848 0.72919972 0.67464613 0.71516772 0.6816775
 0.74504301 0.62328253 0.72238434 0.62046877 0.70139988 0.6154694
 0.68015273 0.61040744 0.6567332  0.6095189  0.63492764 0.60435365
 0.61284382 0.59912249 0.58851559 0.59814097 0.78298539 0.57315673
 0.76074989 0.57003634 0.74200877 0.56062545 0.71725689 0.55950337
 0.69832963 0.5560805  0.67696717 0.55062228 0.65521994 0.54300982
 0.6331888  0.53529798 0.85968105 0.68306906 0.83881926 0.68656349
 0.82696015 0.67963137 0.79573038 0.67992171 0.77371612 0.6755451
 0.75159977 0.67509848 0.72919972 0.67464613 0.71516772 0.6816775
 0.77675021 0.61153592 0.7544876  0.60866868 0.73387681 0.60363838
 0.70408678 0.58668093 0.67872827 0.58367384 0.65716073 0.57836898
 0.63520119 0.57090797 0.61113037 0.56974263 0.89563284 0.58983988
 0.86963817 0.59888691 0.85077568 0.60375121 0.81974396 0.60137851
 0.79613657 0.60056454 0.77420149 0.59964171 0.75362414 0.5905511
 0.73317921 0.58945884 0.85968105 0.68306906 0.83881926 0.68656349
 0.82696015 0.67963137 0.79573038 0.67992171 0.77371612 0.6755451
 0.75159977 0.67509848 0.72919972 0.67464613 0.71516772 0.6816775 ]"
9,-3.7641382,-30.245466,"[-7.67670448e-02  6.52118400e-03 -7.79325764e-02 -7.52204182e-05
 -7.71047878e-02 -9.79838437e-03 -7.82722003e-02 -1.12604645e-02
 -7.80271710e-02 -1.41818161e-02 -7.89486316e-02 -1.30954240e-02
 -8.13658953e-02 -1.31441413e-02 -7.40428206e-02 -1.50276823e-02
 -2.55770346e-02  3.36216159e-02 -2.70725955e-02  3.65626312e-02
 -2.47361119e-02  3.39360472e-02 -2.77309564e-02  3.56255970e-02
 -2.80263532e-02  3.58209164e-02 -2.82507409e-02  3.74084511e-02
 -2.97821351e-02  4.18953320e-02 -2.85192153e-02  4.34816644e-02
 -5.62211067e-02 -5.19298735e-02 -6.20555556e-02 -5.06619900e-02
 -6.10957363e-02 -6.21605162e-02 -6.33252305e-02 -6.12475010e-02
 -6.29593548e-02 -6.44863311e-02 -6.26656853e-02 -6.91587740e-02
 -6.93582341e-02 -7.46232454e-02 -6.74358116e-02 -7.53064493e-02]",13,"['ETH', 1110, 1116, 1122, 1128, 1134, 1140, 1146, 1152]","[0.7544876  0.60866868 0.73387681 0.60363838 0.70408678 0.58668093
 0.67872827 0.58367384 0.65716073 0.57836898 0.63520119 0.57090797
 0.61113037 0.56974263 0.59104637 0.56627764 0.76074989 0.57003634
 0.74200877 0.56062545 0.71725689 0.55950337 0.69832963 0.5560805
 0.67696717 0.55062228 0.65521994 0.54300982 0.6331888  0.53529798
 0.61099117 0.52959983 0.86963817 0.59888691 0.85077568 0.60375121
 0.81974396 0.60137851 0.79613657 0.60056454 0.77420149 0.59964171
 0.75362414 0.5905511  0.73317921 0.58945884 0.70211061 0.58881917
 0.72238434 0.62046877 0.70139988 0.6154694  0.68015273 0.61040744
 0.6567332  0.6095189  0.63492764 0.60435365 0.61284382 0.59912249
 0.58851559 0.59814097 0.56821234 0.59482233 0.7544876  0.60866868
 0.73387681 0.60363838 0.70408678 0.58668093 0.67872827 0.58367384
 0.65716073 0.57836898 0.63520119 0.57090797 0.61113037 0.56974263
 0.59104637 0.56627764 0.76074989 0.57003634 0.74200877 0.56062545
 0.71725689 0.55950337 0.69832963 0.5560805  0.67696717 0.55062228
 0.65521994 0.54300982 0.6331888  0.53529798 0.61099117 0.52959983
 0.7544876  0.60866868 0.73387681 0.60363838 0.70408678 0.58668093
 0.67872827 0.58367384 0.65716073 0.57836898 0.63520119 0.57090797
 0.61113037 0.56974263 0.59104637 0.56627764 0.76074989 0.57003634
 0.74200877 0.56062545 0.71725689 0.55950337 0.69832963 0.5560805
 0.67696717 0.55062228 0.65521994 0.54300982 0.6331888  0.53529798
 0.61099117 0.52959983 0.83881926 0.68656349 0.82696015 0.67963137
 0.79573038 0.67992171 0.77371612 0.6755451  0.75159977 0.67509848
 0.72919972 0.67464613 0.71516772 0.6816775  0.69220009 0.67923732]"
