,tsne_X,tsne_Y,N,cluster,pos,dataset
0,27.365692138671875,59.845191955566406,2.0,15.0,"[0.06535107 0.30549277 0.09251486 0.30776011 0.11967866 0.31002746
 0.14687747 0.31219029 0.17439138 0.31341251 0.20190528 0.31463473
 0.22941919 0.31585696 0.2569331  0.31707918 0.28355772 0.3184602
 0.30217869 0.32127038 0.32079967 0.32408057 0.34245746 0.32585388
 0.36487446 0.32736797 0.39224678 0.32816927 0.42292267 0.32849539
 0.45359855 0.3288215  0.48430477 0.32877579 0.51508179 0.32786251
 0.5458588  0.32694923 0.57663581 0.32603595 0.0447497  0.3278519
 0.06653463 0.3284124  0.08831957 0.32897291 0.11506264 0.33361612
 0.14180572 0.33825934 0.1685488  0.34290256 0.1970966  0.34638974
 0.22641785 0.34938147 0.2557391  0.3523732  0.28494018 0.35319528
 0.31414126 0.35401735 0.34283764 0.35535545 0.37119753 0.35703756
 0.39955743 0.35871966 0.42994726 0.360375   0.46056264 0.36202736
 0.49117802 0.36367972 0.5217934  0.36533208 0.551767   0.36503467
 0.58174059 0.36473726]",UCY_Zara2
1,27.060832977294922,59.84442901611328,2.0,15.0,"[0.09251486 0.30776011 0.11967866 0.31002746 0.14687747 0.31219029
 0.17439138 0.31341251 0.20190528 0.31463473 0.22941919 0.31585696
 0.2569331  0.31707918 0.28355772 0.3184602  0.30217869 0.32127038
 0.32079967 0.32408057 0.34245746 0.32585388 0.36487446 0.32736797
 0.39224678 0.32816927 0.42292267 0.32849539 0.45359855 0.3288215
 0.48430477 0.32877579 0.51508179 0.32786251 0.5458588  0.32694923
 0.57663581 0.32603595 0.60672889 0.32818357 0.06653463 0.3284124
 0.08831957 0.32897291 0.11506264 0.33361612 0.14180572 0.33825934
 0.1685488  0.34290256 0.1970966  0.34638974 0.22641785 0.34938147
 0.2557391  0.3523732  0.28494018 0.35319528 0.31414126 0.35401735
 0.34283764 0.35535545 0.37119753 0.35703756 0.39955743 0.35871966
 0.42994726 0.360375   0.46056264 0.36202736 0.49117802 0.36367972
 0.5217934  0.36533208 0.551767   0.36503467 0.58174059 0.36473726
 0.61171419 0.36443985]",UCY_Zara2
2,25.793354034423828,59.356536865234375,2.0,15.0,"[0.11967866 0.31002746 0.14687747 0.31219029 0.17439138 0.31341251
 0.20190528 0.31463473 0.22941919 0.31585696 0.2569331  0.31707918
 0.28355772 0.3184602  0.30217869 0.32127038 0.32079967 0.32408057
 0.34245746 0.32585388 0.36487446 0.32736797 0.39224678 0.32816927
 0.42292267 0.32849539 0.45359855 0.3288215  0.48430477 0.32877579
 0.51508179 0.32786251 0.5458588  0.32694923 0.57663581 0.32603595
 0.60672889 0.32818357 0.63665099 0.33109642 0.08831957 0.32897291
 0.11506264 0.33361612 0.14180572 0.33825934 0.1685488  0.34290256
 0.1970966  0.34638974 0.22641785 0.34938147 0.2557391  0.3523732
 0.28494018 0.35319528 0.31414126 0.35401735 0.34283764 0.35535545
 0.37119753 0.35703756 0.39955743 0.35871966 0.42994726 0.360375
 0.46056264 0.36202736 0.49117802 0.36367972 0.5217934  0.36533208
 0.551767   0.36503467 0.58174059 0.36473726 0.61171419 0.36443985
 0.64168779 0.36414244]",UCY_Zara2
3,26.060283660888672,60.29729461669922,2.0,15.0,"[0.14687747 0.31219029 0.17439138 0.31341251 0.20190528 0.31463473
 0.22941919 0.31585696 0.2569331  0.31707918 0.28355772 0.3184602
 0.30217869 0.32127038 0.32079967 0.32408057 0.34245746 0.32585388
 0.36487446 0.32736797 0.39224678 0.32816927 0.42292267 0.32849539
 0.45359855 0.3288215  0.48430477 0.32877579 0.51508179 0.32786251
 0.5458588  0.32694923 0.57663581 0.32603595 0.60672889 0.32818357
 0.63665099 0.33109642 0.66657308 0.33400927 0.11506264 0.33361612
 0.14180572 0.33825934 0.1685488  0.34290256 0.1970966  0.34638974
 0.22641785 0.34938147 0.2557391  0.3523732  0.28494018 0.35319528
 0.31414126 0.35401735 0.34283764 0.35535545 0.37119753 0.35703756
 0.39955743 0.35871966 0.42994726 0.360375   0.46056264 0.36202736
 0.49117802 0.36367972 0.5217934  0.36533208 0.551767   0.36503467
 0.58174059 0.36473726 0.61171419 0.36443985 0.64168779 0.36414244
 0.67033547 0.36453641]",UCY_Zara2
4,26.711715698242188,60.68663787841797,2.0,15.0,"[0.17439138 0.31341251 0.20190528 0.31463473 0.22941919 0.31585696
 0.2569331  0.31707918 0.28355772 0.3184602  0.30217869 0.32127038
 0.32079967 0.32408057 0.34245746 0.32585388 0.36487446 0.32736797
 0.39224678 0.32816927 0.42292267 0.32849539 0.45359855 0.3288215
 0.48430477 0.32877579 0.51508179 0.32786251 0.5458588  0.32694923
 0.57663581 0.32603595 0.60672889 0.32818357 0.63665099 0.33109642
 0.66657308 0.33400927 0.69631281 0.33626193 0.14180572 0.33825934
 0.1685488  0.34290256 0.1970966  0.34638974 0.22641785 0.34938147
 0.2557391  0.3523732  0.28494018 0.35319528 0.31414126 0.35401735
 0.34283764 0.35535545 0.37119753 0.35703756 0.39955743 0.35871966
 0.42994726 0.360375   0.46056264 0.36202736 0.49117802 0.36367972
 0.5217934  0.36533208 0.551767   0.36503467 0.58174059 0.36473726
 0.61171419 0.36443985 0.64168779 0.36414244 0.67033547 0.36453641
 0.69865167 0.36510322]",UCY_Zara2
5,27.27476692199707,61.06071472167969,2.0,15.0,"[0.20190528 0.31463473 0.22941919 0.31585696 0.2569331  0.31707918
 0.28355772 0.3184602  0.30217869 0.32127038 0.32079967 0.32408057
 0.34245746 0.32585388 0.36487446 0.32736797 0.39224678 0.32816927
 0.42292267 0.32849539 0.45359855 0.3288215  0.48430477 0.32877579
 0.51508179 0.32786251 0.5458588  0.32694923 0.57663581 0.32603595
 0.60672889 0.32818357 0.63665099 0.33109642 0.66657308 0.33400927
 0.69631281 0.33626193 0.72532303 0.33587381 0.1685488  0.34290256
 0.1970966  0.34638974 0.22641785 0.34938147 0.2557391  0.3523732
 0.28494018 0.35319528 0.31414126 0.35401735 0.34283764 0.35535545
 0.37119753 0.35703756 0.39955743 0.35871966 0.42994726 0.360375
 0.46056264 0.36202736 0.49117802 0.36367972 0.5217934  0.36533208
 0.551767   0.36503467 0.58174059 0.36473726 0.61171419 0.36443985
 0.64168779 0.36414244 0.67033547 0.36453641 0.69865167 0.36510322
 0.72696787 0.36567004]",UCY_Zara2
6,56.05342483520508,-12.798763275146484,3.0,29.0,"[0.22941919 0.31585696 0.2569331  0.31707918 0.28355772 0.3184602
 0.30217869 0.32127038 0.32079967 0.32408057 0.34245746 0.32585388
 0.36487446 0.32736797 0.39224678 0.32816927 0.42292267 0.32849539
 0.45359855 0.3288215  0.48430477 0.32877579 0.51508179 0.32786251
 0.5458588  0.32694923 0.57663581 0.32603595 0.60672889 0.32818357
 0.63665099 0.33109642 0.66657308 0.33400927 0.69631281 0.33626193
 0.72532303 0.33587381 0.75433325 0.3354857  0.1970966  0.34638974
 0.22641785 0.34938147 0.2557391  0.3523732  0.28494018 0.35319528
 0.31414126 0.35401735 0.34283764 0.35535545 0.37119753 0.35703756
 0.39955743 0.35871966 0.42994726 0.360375   0.46056264 0.36202736
 0.49117802 0.36367972 0.5217934  0.36533208 0.551767   0.36503467
 0.58174059 0.36473726 0.61171419 0.36443985 0.64168779 0.36414244
 0.67033547 0.36453641 0.69865167 0.36510322 0.72696787 0.36567004
 0.75392884 0.36760077 0.71015119 0.08567774 0.68592511 0.12336932
 0.6603222  0.15409888 0.63380141 0.18018709 0.60541047 0.20534237
 0.57265581 0.2283208  0.54027197 0.24946962 0.50937135 0.26329999
 0.47738922 0.27670224 0.43567338 0.28625142 0.39471932 0.29652849
 0.35409173 0.30711752 0.31378324 0.31559412 0.27395341 0.32090207
 0.23412359 0.32621003 0.19474129 0.33541071 0.15580651 0.34850412
 0.1201163  0.3627142  0.08767065 0.37804095 0.05522501 0.39336771]",UCY_Zara2
7,28.500633239746094,61.30412292480469,2.0,15.0,"[0.2569331  0.31707918 0.28355772 0.3184602  0.30217869 0.32127038
 0.32079967 0.32408057 0.34245746 0.32585388 0.36487446 0.32736797
 0.39224678 0.32816927 0.42292267 0.32849539 0.45359855 0.3288215
 0.48430477 0.32877579 0.51508179 0.32786251 0.5458588  0.32694923
 0.57663581 0.32603595 0.60672889 0.32818357 0.63665099 0.33109642
 0.66657308 0.33400927 0.69631281 0.33626193 0.72532303 0.33587381
 0.75433325 0.3354857  0.78334348 0.33509758 0.22641785 0.34938147
 0.2557391  0.3523732  0.28494018 0.35319528 0.31414126 0.35401735
 0.34283764 0.35535545 0.37119753 0.35703756 0.39955743 0.35871966
 0.42994726 0.360375   0.46056264 0.36202736 0.49117802 0.36367972
 0.5217934  0.36533208 0.551767   0.36503467 0.58174059 0.36473726
 0.61171419 0.36443985 0.64168779 0.36414244 0.67033547 0.36453641
 0.69865167 0.36510322 0.72696787 0.36567004 0.75392884 0.36760077
 0.7795346  0.37089541]",UCY_Zara2
8,28.76202964782715,60.04412841796875,2.0,15.0,"[0.28355772 0.3184602  0.30217869 0.32127038 0.32079967 0.32408057
 0.34245746 0.32585388 0.36487446 0.32736797 0.39224678 0.32816927
 0.42292267 0.32849539 0.45359855 0.3288215  0.48430477 0.32877579
 0.51508179 0.32786251 0.5458588  0.32694923 0.57663581 0.32603595
 0.60672889 0.32818357 0.63665099 0.33109642 0.66657308 0.33400927
 0.69631281 0.33626193 0.72532303 0.33587381 0.75433325 0.3354857
 0.78334348 0.33509758 0.81106436 0.33675379 0.2557391  0.3523732
 0.28494018 0.35319528 0.31414126 0.35401735 0.34283764 0.35535545
 0.37119753 0.35703756 0.39955743 0.35871966 0.42994726 0.360375
 0.46056264 0.36202736 0.49117802 0.36367972 0.5217934  0.36533208
 0.551767   0.36503467 0.58174059 0.36473726 0.61171419 0.36443985
 0.64168779 0.36414244 0.67033547 0.36453641 0.69865167 0.36510322
 0.72696787 0.36567004 0.75392884 0.36760077 0.7795346  0.37089541
 0.80514035 0.37419006]",UCY_Zara2
9,27.533926010131836,60.16748046875,2.0,15.0,"[0.30217869 0.32127038 0.32079967 0.32408057 0.34245746 0.32585388
 0.36487446 0.32736797 0.39224678 0.32816927 0.42292267 0.32849539
 0.45359855 0.3288215  0.48430477 0.32877579 0.51508179 0.32786251
 0.5458588  0.32694923 0.57663581 0.32603595 0.60672889 0.32818357
 0.63665099 0.33109642 0.66657308 0.33400927 0.69631281 0.33626193
 0.72532303 0.33587381 0.75433325 0.3354857  0.78334348 0.33509758
 0.81106436 0.33675379 0.83846291 0.33892107 0.28494018 0.35319528
 0.31414126 0.35401735 0.34283764 0.35535545 0.37119753 0.35703756
 0.39955743 0.35871966 0.42994726 0.360375   0.46056264 0.36202736
 0.49117802 0.36367972 0.5217934  0.36533208 0.551767   0.36503467
 0.58174059 0.36473726 0.61171419 0.36443985 0.64168779 0.36414244
 0.67033547 0.36453641 0.69865167 0.36510322 0.72696787 0.36567004
 0.75392884 0.36760077 0.7795346  0.37089541 0.80514035 0.37419006
 0.8307461  0.3774847 ]",UCY_Zara2
